GNPSLinkout_Cluster,GNPSLinkout_Network,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1699"",""main.cluster index_upperinput"":""1699""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=474&task=818684bc2ef44996a6257df861bb9695&show=true,Chitobiose,0.729912,17.4739,17.4739,0,CCMSLIB00003349308,38524.88695,172,1699,474,172,341.1565,1,341.1565,38524.88695,"InChI=1S/C12H24N2O9/c13-5-9(19)10(4(2-16)21-11(5)20)23-12-6(14)8(18)7(17)3(1-15)22-12/h3-12,15-20H,1-2,13-14H2/t3-,4-,5-,6-,7-,8-,9-,10-,11?,12+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18364"",""main.cluster index_upperinput"":""18364""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Tyr-Arg,0.729379,11.0222,11.0222,0,CCMSLIB00003729329,980.7262789,161,18364,133,161,338.1831,1,338.1831,980.7262789,"InChI=1S/C15H23N5O4/c16-11(8-9-3-5-10(21)6-4-9)13(22)20-12(14(23)24)2-1-7-19-15(17)18/h3-6,11-12,21H,1-2,7-8,16H2,(H,20,22)(H,23,24)(H4,17,18,19)/t11-,12-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27304"",""main.cluster index_upperinput"":""27304""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=474&task=818684bc2ef44996a6257df861bb9695&show=true,Chitobiose,0.727283,17.4765,17.4765,0,CCMSLIB00003349308,39690.85384,172,27304,474,172,341.1565,1,341.1565,39690.85384,"InChI=1S/C12H24N2O9/c13-5-9(19)10(4(2-16)21-11(5)20)23-12-6(14)8(18)7(17)3(1-15)22-12/h3-12,15-20H,1-2,13-14H2/t3-,4-,5-,6-,7-,8-,9-,10-,11?,12+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""80685"",""main.cluster index_upperinput"":""80685""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=349&task=818684bc2ef44996a6257df861bb9695&show=true,7-Keto-8-aminopelargonic acid,0.724555,2.3035,2.3035,0,CCMSLIB00003505392,7287.622584,172,80685,349,172,188.1283,1,188.1283,7287.622584,"InChI=1S/C9H17NO3/c1-7(10)8(11)5-3-2-4-6-9(12)13/h7H,2-6,10H2,1H3,(H,12,13)/t7-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17722"",""main.cluster index_upperinput"":""17722""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=349&task=818684bc2ef44996a6257df861bb9695&show=true,ADONITOL,0.7212,2.992,2.992,0,CCMSLIB00004694421,20084.37515,172,17722,349,172,170.1176,1,170.1176,20084.37515,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17491"",""main.cluster index_upperinput"":""17491""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=349&task=818684bc2ef44996a6257df861bb9695&show=true,ADONITOL,0.720813,1.8506,1.8506,0,CCMSLIB00004694421,21242.59367,172,17491,349,172,170.1177,1,170.1177,21242.59367,"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""17664"",""main.cluster index_upperinput"":""17664""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=818684bc2ef44996a6257df861bb9695&show=true,"1,2,4-Benzenetriol",0.718163,6.4028,6.4028,0,CCMSLIB00003658265,3566.699781,172,17664,17,172,125.0599,1,125.0599,3566.699781,"InChI=1S/C6H6O3/c7-4-1-2-5(8)6(9)3-4/h1-3,7-9H"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""123"",""main.cluster index_upperinput"":""123""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arcaine,0.708815,7.1185,7.1185,0,CCMSLIB00003386296,27701.83988,172,123,133,172,173.1398,1,173.1398,27701.83988,"InChI=1S/C6H16N6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-4H2,(H4,7,8,11)(H4,9,10,12)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19723"",""main.cluster index_upperinput"":""19723""}",This Node is a Singleton,Arg-Thr,0.705559,15.1785,15.1785,0,CCMSLIB00003727571,1025.22854,172,19723,-1,172,276.1671,1,276.1671,1025.22854,"InChI=1S/C10H21N5O4/c1-5(16)7(9(18)19)15-8(17)6(11)3-2-4-14-10(12)13/h5-7,16H,2-4,11H2,1H3,(H,15,17)(H,18,19)(H4,12,13,14)/t5-,6+,7+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14622"",""main.cluster index_upperinput"":""14622""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=120&task=818684bc2ef44996a6257df861bb9695&show=true,N-Methyl-D-aspartic acid,0.700961,11.8378,11.8378,0,CCMSLIB00003368512,1805.13271,172,14622,120,172,148.0605,1,148.0605,1805.13271,"InChI=1S/C5H9NO4/c1-6-3(5(9)10)2-4(7)8/h3,6H,2H2,1H3,(H,7,8)(H,9,10)/t3-/m1/s1"
